Province,City,Branch,Manager,Latitude,Longitude,Address,MapUrl
Eastern Cape,East London-East London CBD,East London CBD,Unknown,-33.016213,27.9030507,Shop 1 3-5 Gladstone Street East London 5200 EC,https://goo.gl/maps/eK4b5LZ1P1y
Eastern Cape,East London-Gillwell,Gillwell,Unknown,-33.0200359,27.9033116,Shop no LG37 4 Fleet St East London 5200 EC,https://goo.gl/maps/fY3RQDQfwgB2
Eastern Cape,East London-Mdantsane City,Mdantsane City,Unknown,-32.935128,27.740668,Shop no 60 Mdantsane City Cnr Billie Road and Qumza Highway Mdantsane 5219 EC,https://goo.gl/maps/g4gE9k82jeK2
Eastern Cape,King Williams Town-King Williams Town,King Williams Town,Unknown,-32.8751663,27.3873485,Shop 1 Bank Street King Williams Town,https://goo.gl/maps/QvJMRpcJBCJ2
Eastern Cape,King Williams Town-King Williams Town,King Williams Town,Unknown,-32.875739,27.38781,Shop 1 Bank Street King Williams Town EC,https://goo.gl/maps/31yYwztdnMH2
Eastern Cape,Mthatha-Mthatha,Mthatha,Unknown,-31.5881435,28.7863254,67 York Road Umthatha,https://goo.gl/maps/sypNJtE1V3F2
Eastern Cape,Port Elizabeth-Kenako Mall,Kenako Mall,Unknown,-33.8833792,25.5627918,Shop 22e Kenako Retail Centre Cnr Uitenhage and Spondo Rd New Brighton Port Elizabeth EC,https://goo.gl/maps/hQkFcoHmLJB2
Eastern Cape,Port Elizabeth-Port Elizabeth CBD,Port Elizabeth CBD,Unknown,-33.957198,25.615909,186 Goven Mbheki Ave Central Port Elizabeth 6001 EC,https://goo.gl/maps/hKDhx7JavKs
Eastern Cape,Queenstown-The Hexagon,The Hexagon,Unknown,-31.898034,26.869095,The Hexagon Cnr Hexagon and Bowker Street Queenstown 5319 EC,https://goo.gl/maps/i9XTLQUEW762
Eastern Cape,Uitenhage-Uitenhage,Uitenhage,Unknown,-33.767963,25.401959,72 Caledon Street Uitenhage 6229 EC,https://goo.gl/maps/svhxwWiX8Zt
Eastern Cape,Umtata (Mthatha)-Umtata (BT Ngebs),Umtata (BT Ngebs),Unknown,-31.596984,28.784614,Shop L137 33 Errol Springs Ave B T Ngebs Mall Umtata EC,https://goo.gl/maps/KAEUTMZBsV92
Eastern Cape,Umtata-York Street,Umtata,Unknown,-31.587934,28.788294,115 York Road Umthatha 5100 EC ,https://goo.gl/maps/awYPuUGFm152
Free State,Bloemfontein-Bloem Arcade Walk,Bloem Arcade Walk,Unknown,-29.113532,26.214581,Shop 20 Arcade Walk-Through Bloemfontein 9301 FS,https://goo.gl/ZsbTxz
Free State,Bloemfontein-Bloemfontein CBD,Bloemfontein CBD,Unknown,-29.1176914,26.2158648,Liberty Life Building Corner of St Andrews and Church Street Bloemfontein 9301 FS,https://goo.gl/maps/L7NdDSoQCvy
Free State,Bloemfontein-Botshabelo,Botshabelo,Unknown,-29.2312252,26.7052026,Shop 19 RCM Shopping Complex Strand St Botshabelo FS,https://goo.gl/maps/GBhmm15vW7H2
Free State,Bloemfontein-Rocklands Centre,Rocklands Centre,Unknown,-29.181471,26.233923,Shop 56 Rocklands Centre ERF 53631 Cnr Moshoeshoe and Motlohi Street Bloemfontein 9301 Free State,"	https://goo.gl/ZsbTxz"
Free State,Welkom-Goldfields Mall,Goldfields Mall,Unknown,-27.97676,26.736028,Shop xx Goldfields Mall Stateway and Buiten Street Welkom 9460 FS,https://goo.gl/maps/inJUWDWAjYs
Free State,Welkom-Welkom Bok Str,Welkom Bok Str,Unknown,-27.983411,26.735499,26 Bok Street Welkom 9460 FS,https://goo.gl/maps/uEob6291RP62
Gauteng,Alberton-Alberton,Alberton,Unknown,-26.2679576,28.1110621,Village Square Shopping Centre 46 Voortrekker Road Alberton Boulevard New Redruth Alberton 1449 GP,https://goo.gl/maps/uzgLGwswv4P2
Gauteng,Attridgeville-Attridgeville,Attridgeville,Unknown,-25.770473,28.0876293,Atlyn Mall Cnrs Khoza Phudufufu and Umkhombe Street Attridgeville Ext 25,https://goo.gl/maps/6HWR8ZeNLFr
Gauteng,Benoni-Daveyton Shopping Centre,Daveyton Shopping Centre,Unknown,-26.1532402,28.4172359,Shop 17D Daveyton Shopping Centre Eiselen Street Daveyton 1520 GP,https://goo.gl/maps/teFbbwwZRtB2
Gauteng,Benoni-Lakeside Mall,Lakeside Mall,Unknown,-26.1853332,28.3142901,Shop 5 and 6 Tom Jones St Benoni 1501 GP,https://goo.gl/maps/NkC3nJddZzp
Gauteng,Braamfontein-The Bridge Shopping Centre,The Bridge Shopping Centre,Unknown,-26.1979632,28.0429493,Cnr King George St and Noord Street Joburg 2000 GP,https://goo.gl/maps/rM2ssWsUSbE2
Gauteng,Brakpan-Mall Carnival,Mall Carnival,Unknown,-26.2517777,28.3160029,Shop 72 Cnr Airport and Heidelberg Rd Dalpark Ext 5 Brakpan 1552 GP,https://goo.gl/maps/cjx6AfUHzhG2
Gauteng,Brakpan-Tsakane Mall,Tsakane Mall,Unknown,-26.3527391,28.3704629,Shop 60b Tsakane Mall Modjadji St Tsakane Brakpan 1548 GP,https://goo.gl/maps/uZqwAFbBHmu
Gauteng,Carletonville-Gateway Mall,Gateway Mall,Unknown,-26.3541407,27.3960357,Annan Rd Gateway Mall Carletonville GP,https://goo.gl/maps/BwDPcviSa3E2
Gauteng,Diepkloop-Bara Mall,Bara Mall,Unknown,-26.2589793,27.929351,Chris Hani Rd Diepkloop Soweto GP,https://goo.gl/maps/YEoNuGfP9v12
Gauteng,Ga-Rankuwa-Ga-Rankuwa,Ga-Rankuwa,Unknown,-25.590877,27.9873373,Shop 29 Mangope Highway Street Zone 5 Ga-Rankuwa,https://goo.gl/maps/zkPQAu6cmrM2
Gauteng,Ga-Rankuwa-Ga-Rankuwa,Ga-Rankuwa,Unknown,-25.591152,27.991533,Ga-Rankuwa City Centre Mangope Rd Ga-Rankuwa 0208 GP,https://goo.gl/maps/JWpvCaAzgo92
Gauteng,Germiston-Germiston,Germiston,Unknown,-26.2133048,28.163987,Shop 6n Entrance 1 Golden Walk Shopping Centre Germiston 1400 GP,https://goo.gl/maps/2NqdTm3dA1T2
Gauteng,Hammanskraal-Jubilee Mall,Jubilee Mall,Unknown,-25.405736,28.269131,Cnr Jubilee and Harry Gwala Road Hammanskraal 0407 GP,https://goo.gl/maps/uHCAQu5EFwQ2
Gauteng,JHB-Orange Farm,Orange Farm,Unknown,-26.4707651,27.8681705,Shop U39 Eyethu Orange Farm Mall Orange Farm Ext 4 1841 Joburg GP,https://goo.gl/maps/rFXy2E1KvUy
Gauteng,JHB-Rissik,Rissik,Unknown,-26.2059222,28.0397623,Surrey House Building Corner Fox and Rissik Street Joburg 2107 GP,https://goo.gl/maps/pByHtWofBwo
Gauteng,Johannesburg-End Street,End Street,Unknown,-26.198026,28.052799,120 End Street Johannesburg 2001 GP,https://goo.gl/maps/kTqSrUeNh9B2
Gauteng,Johannesburg-Park Town,Park Town,Unknown,-26.173753,28.039845,Hollard Florence House 1 Federation Road Parktown 2193 JHB,https://goo.gl/maps/Qgg5pAgmF522
Gauteng,Katlehong-Letsoho Centre,Katlehong,Unknown,-26.327258,28.145774,Letsoho centre Cnr Hospital Rd and Kgotso St Katlehong 1431 GP,https://goo.gl/maps/1Hy9ydHwCcr
Gauteng,Katlehong-Sontonga Mall,Sontonga Mall,Unknown,-26.3754486,28.1621625,Shop 11 CNR Sontoga Ave and Katlehong Str Katlehong Joburg GP,https://goo.gl/maps/MpHjzk3wAUv
Gauteng,Kempton Park-Kempton Square,Kempton Square,Unknown,-26.1050065,28.2296734,11 Voortrekker street Kempton Park 1619 GP,https://goo.gl/maps/oq13Qn5C1zD2
Gauteng,Krugersdorp-Kagiso Mall,Kagiso Mall,Unknown,-26.1666362,27.7793093,Shop No 34 Randfontein Road Corner Kagiso Road Kagiso 1754 GP,https://goo.gl/maps/hnPyBhWzLqy
Gauteng,Krugersdorp-Keywest,Keywest,Unknown,-26.089205,27.782674,6 Paardekraal Drive Krugersdorp 1739 GP,https://goo.gl/maps/BpR1eP2TYpu
Gauteng,Meadowlands-Meadow Point (Ndofaya Mall),Meadow Point (Ndofaya Mall),Unknown,-26.2223082,27.8979993,Shop 26 Ndofaya Mall Cnr Heckroodt Circle and Odendaal Road / Marsh Street Meadowlands Soweto 1852,https://goo.gl/maps/rz48c9Qhk2N2
Gauteng,Mondeor-Southgate Mall,Southgate Mall,Unknown,-26.2662367,27.9805042,Rifle Range Rd Southgate Mall Mondeor Joburg 2091 GP,https://goo.gl/maps/p4FyEgtsmcA2
Gauteng,Pretoria-Atlyn Mall,Atlyn Mall,Unknown,-25.7705,28.0887138,420 Phatedu Str Atteridgeville Pretoria 0008 GP,https://goo.gl/maps/iL2GKpz52jt
Gauteng,Pretoria-Bloed Street,Bloed Street,Unknown,-25.7406042,28.1919993,Shop 003a Scotts Corner Cnr Bloed and Van Der Walt Street Pretoria CBD,https://goo.gl/maps/4PhrwemNyGS2
Gauteng,Pretoria-Soshanguve Crossing Mall,Soshanguve Crossing Mall,Unknown,-25.550165,28.0875437,Shop 36A M 43 Aubrey Matlakala St Soshanguve 0152 GP,https://goo.gl/maps/RPCaQVZ4HrM2
Gauteng,Randburg-Randburg City,Randburg City,Unknown,-26.0923538,28.0018496,Shop 31 Oak Ave Randburg Joburg 2194 GP,https://goo.gl/maps/KvgU73Ws3RL2
Gauteng,Randfontein-Randfontein Station Mall,Randfontein Station Mall,Unknown,-26.1817594,27.6961366,Brury St Randfontein 1759 GP,https://goo.gl/maps/ftxgTUWE6A42
Gauteng,Roodepoort-Westgate Mall,Westgate Mall,Unknown,-26.1395497,27.8568159,120 Ontdekkers Rd Roodepoort 1710 Joburg GP,https://goo.gl/maps/cQ5xcP9Vrgu
Gauteng,Santon-Alexandra Plaza,Alexandra Plaza,Unknown,-26.1064428,28.0869353,Alexandra Plaza 1st Street Sandton 2090 GP,https://goo.gl/maps/jqUKyGxUuT82
Gauteng,Sebokeng-Sebokeng,Sebokeng,Unknown,-26.596622,27.8460317,Shop H08 Thabong Mall Moshoeshoe St Sebokeng,https://goo.gl/maps/6XvHJQgrZtM2
Gauteng,Sebokeng-Thabong Mall,Thabong Mall,Unknown,-26.590536,27.846683,Shop XXX 65565 Moshoeshoe St Sebokeng 1983 GP,https://goo.gl/maps/1XwF4mNxSvS2
Gauteng,Southgate-Southgate,Southgate,Unknown,-26.2662367,27.9805042,Southgate Mall Rifle Range Road Southgate,https://goo.gl/maps/fkrmzauCGhS2
Gauteng,Soweto-Festival Mall,Festival Mall,Unknown,-26.1056067,28.2180862,Shop 86 Kelvin St and CR Swart Drive Joburg 1619 GP,https://goo.gl/maps/jkGgXPUfnao
Gauteng,Soweto-Jabulani Mall,Jabulani Mall,Unknown,-26.2507821,27.8538027,Shop 69 Jabulani Mall Cnr Koma and Bolani Street Jabulani Soweto GP,https://goo.gl/maps/q4ZoNx9KTsB2
Gauteng,Soweto-Maponya Mall,Maponya Mall,Unknown,-26.2585221,27.8991983,Shop No 40 G floor Maponya Mall Chris Hani Rd Klipspruit Ext 5 Soweto 1809 GP,https://goo.gl/maps/yMErgWbJy3C2
Gauteng,Soweto-Protea Gardens,Protea Gardens,Unknown,-26.2861141,27.8457607,Shop no. 18 Protea Gardens Mall Cnr Old Potchefstroom and Alekhine Soweto 1818 GP ,https://goo.gl/maps/tQL3gdjVo5E2
Gauteng,Springs-Springs,Springs,Unknown,-26.25487,28.4382367,Cnr 5th Avenue and 4th Street Springs 1560 GP,https://goo.gl/maps/3h5nxhm3nuC2
Gauteng,Tembisa-Phumulani Mall,Phumulani Mall,Unknown,-25.9755658,28.2282964,Shop No 24 Olifantsfontein Road Tembisa Joburg 1632 GP,https://goo.gl/maps/uZMEKxZqRjn
Gauteng,Vanderbijlpark-Vaalgate Mall,Vaalgate Mall,Unknown,-26.6986853,27.8371115,880 D F Malan St Vanderbijlpark 1900 GP,https://goo.gl/maps/Evcv6RzZNsu
Gauteng,Vereeniging-Marks Park,Marks Park,Unknown,-26.6762501,27.9315767,30 Voortrekker St Vereeniging 1935 GP,https://goo.gl/maps/kxMHd2hFE6D2
Gauteng,Vereeniging-Palm Springs Mall,Palm Springs Mall,Unknown,-26.4971054,27.8417182,Shop No 5 Cnr Welgevonden and Falcon St Evaton 1805 GP,https://goo.gl/maps/KvVQYjgDPhm
KwaZulu-Natal,Clairwood-Clairwood,Clairwood,Unknown,-29.914446,30.978109,Clairwood Shopping Centre 622 South Coast Road Clairwood 4052 KZN,https://goo.gl/maps/ayLKZchnaYz
Kwazulu-Natal,Durban South-Clairwood,Clairwood,Unknown,-29.9141483,30.9758223,622 South Coast Road Clairwood Durban South 4052,https://goo.gl/maps/17V4Dv6RDW72
Kwazulu-Natal,Durban-Durban CBD,Durban CBD,Unknown,-29.8593708,31.0245739,292 Cnr Smith and Anton Lembede Street Durban CBD KZN,https://goo.gl/maps/4S7VcYtgEoF2
KwaZulu-Natal,Durban-Hammarsdale,Hammarsdale,Unknown,-29.801884,30.628442,Shop XX Hammarsdale Junction Mall Kunene Road Durban 3700 KZN,https://goo.gl/maps/zVEW6GQazA52
Kwazulu-Natal,Empangeni-Empangeni,Empangeni,Unknown,-28.7414779,31.8878978,Shop 108 335 Maxwell Street Empangeni,https://goo.gl/maps/n6LNpmyXvHH2
Kwazulu-Natal,Empangeni-Sanlam Centre,Sanlam Centre,Unknown,-28.7417413,31.8891312,Shop 108 Sanlam Centre 335 Maxwell St Empangeni KZN,https://goo.gl/maps/8A4AF6jAReu
Kwazulu-Natal,Hammarsdale-Junction Mall,Junction Mall,Unknown,-29.8018557,30.6262429,Hammarsdale Junction Mall Kunene Road Durban,https://goo.gl/maps/ZyPg6ShcSKM2
Kwazulu-Natal,Isipingo-Isipingo Juction,Isipingo Juction,Unknown,-29.9812791,30.9181331,19 Pardy Rd Isipingo 4133 KZN,https://goo.gl/maps/LhrTBu8SC4D2
Kwazulu-Natal,Jozini-Jozini Mall,Jozini Mall,Unknown,-27.4323859,32.0994383,Shop 43 Jozini Mall P449 Jozini 3987 KZN,https://goo.gl/maps/a7HdJ7TFCrt
KwaZulu-Natal,Kokstad-Kokstad,Kokstad,Unknown,-30.553745,29.425136,43 Hope Street Shoprite Centre Kokstad 4700 KZN,https://goo.gl/maps/y7TEHW1aYzF2
Kwazulu-Natal,Kwamashu-Bridge City Centre,Bridge City Centre,Unknown,-29.729294,30.9849941,Shop U16 14th Str Kwamashu KZN,https://goo.gl/maps/rKVaTTTkEV82
Kwazulu-Natal,Mandini-Mandini Rencken Spar,Mandini Rencken Spar,Unknown,-29.1217504,31.3825543,Shop 31 Renckens Superspar Complex Old Main Rd Mandini 4490 KZN,https://goo.gl/maps/zJYLS1ghL792
Kwazulu-Natal,Newcastle-Newcastle,Newcastle,Unknown,-27.759277,29.920554,Village Walk shopping center Scott street Newcastle 2940 KZN,https://goo.gl/OI7SnS
Kwazulu-Natal,Pietermaritzburg-Treasury House,Treasury House,Unknown,-29.6013373,30.3767473,Shop 10 Treasury House 145 Chief Albert Luthuli Rd Pietermaritzburg 3201 KZN,https://goo.gl/maps/ghKrVMcbHfw
Kwazulu-Natal,Pinetown-Pine Crest,Pine Crest,Unknown,-29.8125743,30.8567843,Shop 231 17 Kings Rd Pine Crest centre Pinetown 3620 KZN,https://goo.gl/maps/aRurLRCgP6w
KwaZulu-Natal,Port Shepstone-Port Shepstone,Port Shepstone,Unknown,-30.737856,30.450414,Shop 4 Boodhram House lot 374 Cnr of Wooley Street and Nelson Mandela Drive Port Shepstone KZN,https://goo.gl/maps/gT4f5cWuY4u
Kwazulu-Natal,Richards Bay-Taxi City,Taxi City,Unknown,-28.7589492,32.0418318,Shop 12 Taxi City Cnr Bullion Boulevard and Krugerrand roads Richards Bay 3900 KZN,https://goo.gl/maps/Zjx8qQtivCn
KwaZulu-Natal,Richmond-Richmond,Richmond,Unknown,-29.867735,30.272102,Richmond Centre KwaZulu-Natal,https://goo.gl/maps/oWeUs2N66Pz
Kwazulu-Natal,Tongaat-Joosab Centre,Joosab Centre,Unknown,-29.5719136,31.1188025,Shop 3 Joosab Centre Watson Highway Tongaat Kwazulu Natal 4399,https://goo.gl/maps/osPudNkm5wk
Kwazulu-Natal,Tongaat-Watson Ushukela Highway,Watson Ushukela Highway,Unknown,-29.571188,31.1147583,Cnr Main Road and Watson Ushukela Highway,https://goo.gl/maps/RW9BmDN18hz
Kwazulu-Natal,Ulundi-Ulundi Site,Ulundi Site,Unknown,-28.2933115,31.4199316,Shop 10A King Senzangakhona Centre Cnr King Dinzulu Highway and Princess Magogo Street Ulundi 3838 KZN,https://goo.gl/maps/7c2JDHdzohC2
Kwazulu-Natal,Umlazi-Kwamnyandu,Kwamnyandu,Unknown,-29.9717061,30.9018143,Shop 319 341 Griffiths Mxenge Umlazi KZN,https://goo.gl/maps/ZJuAehQBanQ2
Kwazulu-Natal,Umlazi-Mega City Branch,Mega City Branch,Unknown,-29.9589588,30.9254464,Shop S3 Umlazi Mega City 50 Griffiths Mxenge Highway Umlazi 4066 KZN,https://goo.gl/maps/NMDYyReHi3R2
Kwazulu-Natal,Umzinto-Umzinto,Umzinto,Unknown,-30.30956,30.6608833,Shop No B5b Shopping Centre Umzinto 4200 KZN,https://goo.gl/maps/W3pzwZx9RvD2
Kwazulu-Natal,Vryheid-Vryheid,Vryheid,Unknown,-27.76427,30.7987213,SHOP 24A Mason Street Vryheid,https://goo.gl/maps/s6dffU8qixy
KwaZulu-Natal,Vryheid-Vryheid,Vryheid,Unknown,-27.764492,30.800267,Shop 24A Mason Street Vryheid 3100 KZN,https://goo.gl/maps/sWZd5rag6up
Limpopo,Bela Bela-Bela Bela,Bela Bela,Unknown,-24.884984,28.289472,Nr 43 erf 491 Chris Hani drive Meininger building Bela Bela LP,https://goo.gl/v9arq5
Limpopo,Bochum-Bochum,Bochum,Unknown,-25.836804,25.612312,Shop 33 Blouberg Mall Camp Rd Bochum 0790 LP,https://goo.gl/maps/mWVZTTWSSqK2
Limpopo,Burgersfort-Burgersfort,Burgersfort,Unknown,-24.667836,30.325266,Shop XX Twin City Centre Dirk Winterbach and Kruis St Burgersfort 1150 ,https://goo.gl/maps/CDRU82SUHTq
Limpopo,Elandsdoring-Moutse Mall,Moutse Mall,Unknown,-25.280225,29.18265,Shop No 17 Moutse Mall Cnr R25 Bronkhortspruit Road and R14 Dennilton Elandsdoring 1030 LP,https://goo.gl/aP9hVv
Limpopo,Lebowakgomo-Lebowakgomo,Lebowakgomo,Unknown,-24.311758,29.478369,"Lepelle Crossing,R571 Lebowakgomo 0737 LP",https://goo.gl/maps/S23x31sQn3y
Limpopo,Lephalale-Lephalalae,Lephalalae,Unknown,-23.68769,27.703007,Shop 18A Shopping Centre Lephalale Crossing Lephalale Limpopo,https://goo.gl/maps/FQvMErvaG5m
Limpopo,Makhado-Makhado,Makhado,Unknown,-23.0391488,29.9074492,Shop 7 105 Burger Str Louis Trichardt Shoprite Centre Makhado 0920 LP,https://goo.gl/maps/mv95dgGMJ3M2
Limpopo,Mokopane-Mokopane,Mokopane,Unknown,-24.1798809,29.0106197,Shop no 1 52 Nelson Mandela Rd Mokopane (Potgietersrus) 0601 LP,https://goo.gl/maps/EdLCjQpXAX42
Limpopo,Polokwane (Pietersburg)-Paledi Mall,Paledi Mall,Unknown,-23.8890864,29.7012342,Shop No 06A R71 Tzaneen Road Polokwane (Mankweng) Limpopo,https://goo.gl/maps/dzfurngDmFL2
Limpopo,Polokwane (Pietersburg)-Polokwane,Polokwane,Unknown,-23.9072551,29.4502413,Shop 72 Landdros Mare Street Polokwane 0783 LP,https://goo.gl/maps/wSpdKtMLH3u
Limpopo,Tzaneen-Tzaneen Mall,Tzaneen,Unknown,-23.825843,30.161906,Shop XX Tsaneng Mall 26 Danie Joubert St Tzaneen 0850 LP,https://goo.gl/maps/RXi9fNiBAio
Mpumalanga,Bushbuckridge-Bushbuckridge Complex,Bushbuckridge Complex,Unknown,-24.8351594,31.0682577,Shop 38 Twin City Cnr Main and Graskop Streets Bushbuckridge MP,https://goo.gl/maps/RgKZFChexe32
Mpumalanga,Embalenhle-MallEmba,MallEmba,Unknown,-26.5458432,29.0699552,Shop no 49 Cnr Old Provincial and Embalenhle road Embalenhle 2285 GP,https://goo.gl/maps/qnVMMnGrHqw
Mpumalanga,Ermelo-Ermelo,Ermelo,Unknown,-26.517276,29.986089,50 De Jager Street Ermelo 2351 MP,https://goo.gl/maps/w1AM4W5cX3n
Mpumalanga,Ermelo-Ermelo Mall,Ermelo Mall,Unknown,-26.51916,29.9857613,50A de Jager Street Ermelo Mall Mpumalanga,https://goo.gl/maps/DR2pi4WgDwQ2
Mpumalanga,Hazyview-HazyView,HazyView,Unknown,-25.0443123,31.130088,Shop 314 Corner R536 and R40 Blue Haze Mall Hazyview 1242 MP,https://goo.gl/maps/LSUUJFyEDdt
Mpumalanga,Nelspruit Mbombela-Nelspruit,Nelspruit,Unknown,-25.471098,30.975818,10 Paul Kruger Nelspruit 1201 MP,https://goo.gl/maps/Nj3HHZ8rYXG2
Mpumalanga,Witbank-Emalahleni,Emalahleni,Unknown,-25.875555,29.211418,Shop xx Witbank Metropolitan Centre Eadie St and Botha Avenue Emalahleni 1035 MP,https://goo.gl/maps/Nopw9wYdzBN2
North West,Brits-Pienaar Street,Pienaar Street,Unknown,-25.6365622,27.7807638,50 Pienaar Street Brits,https://goo.gl/maps/zzxeQXFvUCq
North West,Britz-Britz,Britz,Unknown,-25.635919,27.780407,50 Pienaar Street Brits 0250 NW,https://goo.gl/maps/UhZhbD5xskF2
North West,Klerksdorp-Terminus Centre,Terminus Centre,Unknown,-26.8624933,26.6628688,Golf St Klerksdorp 2570 NW,https://goo.gl/maps/dqGQs5KJjmw
North West,Mafikeng-Mafikeng CBD,Mafikeng CBD,Unknown,-25.865287,25.64268,299 Robinson Street Mafikeng CBD Mmabatho 2790 NW,https://goo.gl/maps/ttPGptf7Xh82
North West,Mmabatho-Mmabatho,Mmabatho,Unknown,-25.836949,25.612312,3139 Lucas Mangope Highway Mmabatho 2790 NW,https://goo.gl/maps/yhMAxTf7YCx
North West,Potchefstroom-Ikageng Shopping Centre,Ikageng Shopping Centre,Unknown,-26.7200515,27.0698121,42 Ikageng St Potchefstroom 2520 NW,https://goo.gl/maps/RnXFkH3KCf22
North West,Rustenburg-Rustenburg CBD,Rustenburg CBD,Unknown,-25.6686562,27.2357447,Fatima Bhayat St CBD Rustenburg 0299 NW,https://goo.gl/maps/HYtF4Cuj6FP2
North West,Taung-Taung,Taung,Unknown,-27.560883,24.747598,Taung Forum Centre Station Road Taung 8584 NW,https://goo.gl/maps/MmSFf7XTKtB2
North West,Vryburg-Vryburg,Vryburg,Unknown,-26.958612,24.730527,121 Market Sreet Vryburg 8600 NW,https://goo.gl/maps/TbmcQ18fysL2
Northen Cape,Kuruman-Kuruman Mall,Kuruman Mall,Unknown,-27.4566437,23.432505,Shop 53 Kuruman Hall 26 Livingstone Street Kuruman 8460 NC,https://goo.gl/maps/mTQ7yVTpXqR2
Western Cape,Cape Town (Belville)-Bellstar Junction,Bellstar Junction,Unknown,-33.9057939,18.6287661,Shop 33C Bellstar Junction Bellville station South Street Cape Town 7530 WC,https://goo.gl/maps/tGTS7CgUjqB2
Western Cape,Cape Town-Gugulethu,Gugulethu,Unknown,-33.9816635,18.5633073,Cnr NY1 and NY6 Guguletu Cape Town WC,https://goo.gl/maps/kj5gpU3aLVA2
Western Cape,Cape Town-Makhaza Mall,Makhaza Mall,Unknown,-34.0472309,18.7003923,Shop 4 Makhaza Shopping Centre Lansdown Rd Khayalitsha Cape Town 7784 WC,https://goo.gl/maps/d2wKN8PSJLP2
Western Cape,Cape Town-Philippi,Philippi,Unknown,-34.0012,18.52309,Shoprite Centre Govan Mbeki Rd Philippi Cape Town 7750 WC,https://goo.gl/maps/tFxb2ENe7no
Western Cape,Cape Town-St Georges Mall,St Georges Mall,Unknown,-33.9188745,18.419483,African Bank Space 8 St Georges Mall cnr of Van Riebeeck and St Georges Street Cape Town 8000 WC,https://goo.gl/maps/xFBormPgbkJ2
